@relation 'music_genre_gold-weka.filters.unsupervised.attribute.PrincipalComponents-R0.95-A5-M31'

@attribute -0.133feature49-0.133feature50-0.133feature48-0.133feature51-0.133feature59... numeric
@attribute 0.206feature105+0.199feature106+0.188feature104+0.187feature107+0.179feature108... numeric
@attribute -0.186feature40-0.178feature39-0.178feature38-0.177feature41-0.173feature42... numeric
@attribute -0.257feature60-0.238feature1-0.231feature0-0.212feature29+0.178feature64... numeric
@attribute '0.294feature63+0.278feature62+0.24 feature1+0.238feature94+0.217feature93...' numeric
@attribute -0.309feature69-0.27feature70+0.251feature96-0.24feature100+0.229feature34... numeric
@attribute 0.255feature5-0.222feature6-0.217feature95-0.197feature62-0.184feature10... numeric
@attribute 0.312feature123+0.302feature92+0.279feature61-0.263feature109+0.257feature30... numeric
@attribute -0.296feature65-0.27feature96-0.234feature4-0.197feature108-0.193feature34... numeric
@attribute '0.252feature65-0.241feature9+0.231feature96+0.22 feature74-0.217feature99...' numeric
@attribute -0.297feature14-0.263feature13-0.249feature7+0.224feature8-0.209feature65... numeric
@attribute 0.306feature9-0.255feature16+0.245feature122-0.239feature15+0.237feature12... numeric
@attribute 0.366feature16-0.285feature6+0.274feature15-0.257feature11+0.244feature122... numeric
@attribute '-0.476feature7-0.282feature9+0.238feature71-0.211feature66+0.18 feature8...' numeric
@attribute '0.399feature12+0.3  feature10-0.259feature11-0.22feature9-0.207feature6...' numeric
@attribute -0.368feature15+0.355feature11-0.315feature10+0.196feature64-0.195feature7... numeric
@attribute -0.393feature8-0.304feature10-0.29feature9-0.227feature11-0.221feature16... numeric
@attribute 0.441feature11-0.42feature9-0.288feature14+0.242feature10+0.239feature16... numeric
@attribute -0.346feature14-0.333feature12-0.239feature13-0.196feature98-0.192feature67... numeric
@attribute 0.257feature12-0.248feature8-0.247feature34-0.242feature3-0.217feature16... numeric
@attribute -0.387feature8-0.277feature68+0.275feature16-0.27feature13-0.27feature7... numeric
@attribute -0.405feature13+0.285feature14-0.278feature69-0.232feature15-0.228feature67... numeric
@attribute -0.522feature15+0.382feature7+0.241feature16-0.218feature6+0.214feature14... numeric
@attribute '0.537feature16+0.335feature12-0.325feature14-0.22feature10+0.21 feature6...' numeric
@attribute '-0.305feature66-0.256feature70+0.25 feature65-0.227feature47+0.227feature9...' numeric
@attribute '0.383feature14-0.313feature13+0.294feature11+0.26 feature68-0.239feature9...' numeric
@attribute -0.329feature68-0.311feature95+0.267feature10+0.259feature12-0.239feature4... numeric
@attribute '0.441feature10+0.263feature6+0.25 feature70-0.24feature7+0.236feature68...' numeric
@attribute -0.274feature97-0.248feature98-0.246feature72-0.229feature4-0.229feature95... numeric
@attribute -0.339feature69+0.323feature95-0.311feature2-0.271feature100+0.263feature13... numeric
@attribute -0.324feature71-0.304feature6+0.281feature103-0.23feature35+0.218feature8... numeric
@attribute class {0,1,2,3,4,5,6,7,8,9}

@data
0.784902,0.258398,-6.070172,5.571383,0.653503,3.084903,-0.248388,3.121318,0.06755,0.367523,-0.537509,1.247283,0.3141,-0.64498,-1.059269,0.164823,0.628807,0.175655,-0.172633,-0.974584,1.020571,-0.003474,0.01768,-0.53233,0.310269,0.178917,0.928068,-0.583982,0.182331,-0.532139,-0.11824,2
2.888968,-4.992101,-2.138704,-2.386656,0.341755,0.936986,-0.89236,-0.291722,0.162479,-0.625158,-0.345463,0.211486,-0.981093,-0.253888,0.568584,-0.255324,0.299473,0.789304,0.55471,-0.60648,-0.67975,-0.195163,0.082859,-0.181993,-0.030946,-0.262216,-0.708185,-0.158253,0.403594,0.236733,0.142611,6
4.642044,0.892245,2.859895,2.467358,0.719314,0.410896,1.658,-1.679713,-2.776655,-2.274845,-0.941936,-1.054502,-0.534027,0.36553,-3.432723,1.458177,0.652338,-0.253064,-1.757165,-0.567878,-0.774616,1.296738,-0.538455,1.000554,-0.358492,-1.174252,-0.119921,-0.629721,0.649853,-0.329889,-1.632809,7
2.090077,4.69989,-0.806572,4.665866,-1.348343,-1.350701,0.828143,-0.869988,-0.543148,-2.962945,-0.088717,0.465191,-0.961927,-1.0259,0.534144,0.195016,0.466143,2.050807,2.059972,-1.470912,-1.657771,-0.09446,0.151641,1.899929,0.688405,1.14151,-0.722784,-0.380452,0.225649,0.153728,-0.800536,5
7.597344,6.423966,3.106816,-3.316524,-0.309776,1.45317,1.93405,1.69683,1.11877,2.368084,-0.404761,-0.190718,0.69134,-0.666209,-2.016021,-0.27845,1.849822,-0.473162,-1.735321,0.297616,-0.7672,-0.812452,1.491779,-0.075436,0.079125,0.411734,0.017798,-0.575956,0.434302,0.800237,-0.562553,9
1.040863,2.340763,-3.936252,4.92672,-1.72869,-1.303573,-0.651809,0.082055,0.445358,0.542865,0.81074,0.658008,-0.405209,-1.033543,0.650154,0.510159,1.523751,0.236519,1.674382,0.243563,0.680452,-1.451426,-0.80347,-1.066201,0.696106,0.492922,0.613958,-0.321517,-1.474116,-0.173935,-0.733718,2
8.096221,-2.708246,1.56469,-0.362041,-0.289254,0.001844,2.050663,-0.019772,2.426641,0.487672,-0.635335,0.574399,0.164494,-0.387395,-0.051032,0.88266,-1.079976,-0.247368,-0.017481,0.397771,-1.163619,0.340971,0.0002,-0.757989,-0.104316,-0.089473,1.011073,-0.198271,0.954256,0.643993,-0.012505,9
-1.031851,-0.045928,-2.61736,-4.505688,1.001455,-0.829323,-0.860416,0.830649,-1.146618,-1.621122,-0.14072,2.174295,1.023193,1.027914,0.674278,-0.112494,-0.355376,-1.193227,-0.276358,-0.622344,-0.193846,0.540704,-0.972904,-0.656207,0.894875,0.110708,0.252517,0.117677,0.77859,0.168601,-0.065852,3
-5.190911,-5.368228,-0.079632,-1.733964,-0.413948,-0.54619,0.76466,1.230009,-2.379443,0.149679,-0.839924,0.145997,-0.618219,-0.615648,-1.144587,-0.401119,0.494782,0.480709,1.03575,0.695082,0.43193,1.095139,0.21749,0.870014,-0.296836,0.132477,-0.550644,-0.47688,-0.566452,-0.418146,0.216274,6
-5.039749,5.674347,-3.768652,4.450012,-0.559566,-1.215449,0.335432,1.454959,0.856996,0.858967,-0.821589,-0.066073,1.404257,1.124616,-0.537341,0.377813,-1.104886,0.448628,-0.137261,-0.946283,-0.848982,1.577372,-0.747351,-0.077451,-0.442352,0.093987,0.268427,0.357103,0.422065,-0.004,-0.204517,2
0.601151,-6.50588,-0.080073,-1.304328,-1.960634,0.296565,-1.209564,0.520983,-1.101109,-0.206686,-0.432747,0.223656,-0.208185,-1.063386,-0.540967,-0.191121,-0.54318,0.344344,-0.439369,-0.24295,0.341771,-0.802642,-0.042799,-0.066313,-0.392783,0.164795,-0.159264,-0.470149,-0.021751,0.877086,0.376116,6
3.56507,1.746018,-3.335877,-2.823428,2.586779,-1.71502,-0.152161,0.926696,-0.568289,-0.614536,-1.089525,2.581934,-0.237507,-0.813024,0.404991,0.553688,0.172693,0.628013,0.434122,-0.884028,-0.890065,0.623038,0.798453,0.1432,0.235391,0.8036,-0.176717,1.362068,-0.637949,-0.164718,0.493271,6
8.184306,-4.746485,4.089212,2.889003,1.014066,0.967713,-0.061321,-2.24908,0.167328,-1.667956,2.012301,-0.615387,-0.826252,-0.737392,0.778519,-0.697373,-1.28564,-0.506964,2.514573,-0.450645,1.486811,-0.596944,0.601821,0.171383,0.593404,-0.398712,1.902668,0.43971,-0.860908,0.418198,-1.164298,7
6.520017,-1.191067,0.292321,-4.197634,0.348794,1.041714,2.416391,-1.523809,0.556351,-1.184125,0.707299,-0.071283,1.165182,-0.851096,0.179647,1.084638,-0.902137,-0.03849,0.053317,0.743929,-0.623576,-0.108752,0.511489,-0.712753,0.104047,-0.26128,0.723255,0.162503,-0.048594,-0.064194,-0.431383,9
7.503636,-1.357767,2.802167,-0.42483,1.421838,1.494744,2.704176,-0.016573,0.073065,0.357614,-0.194131,0.474162,-0.254427,-1.335346,-0.812564,-0.334435,-0.794411,0.199445,-0.734834,0.440036,-0.344323,0.836246,0.273862,-0.056142,-0.506878,-0.348167,0.681436,-0.71807,0.206273,-0.984132,0.151044,9
6.267719,2.815403,4.115344,4.239497,2.622552,-4.332736,-0.970027,-0.281288,-1.305762,0.284134,-0.103457,-0.660032,-1.115874,-0.373227,0.377587,-1.12793,0.47585,1.162051,0.422901,0.506609,1.068873,0.483043,0.54933,0.012721,0.036892,-0.660739,0.154042,0.244214,-0.449358,-0.883762,0.055843,4
-1.196688,2.536908,-6.860907,-1.180421,6.437806,-0.76028,-3.815121,-1.12086,0.254019,1.454086,1.339898,-1.807364,0.179953,-0.59843,-0.789167,-0.547864,0.738762,0.395795,0.149459,-0.592091,-0.140001,0.75586,0.322453,0.115725,-0.824065,-0.370041,0.598301,-0.487579,0.514667,-0.02403,0.698077,1
2.284164,4.194991,-1.127099,4.221604,-1.761495,-1.375612,1.590215,-0.776521,-1.18054,-2.9,-0.889453,0.99841,-0.260621,-1.035074,0.24064,-0.587245,-1.731106,0.253353,0.363088,-1.333885,-0.818699,0.065918,1.082973,1.874387,-0.583814,0.99416,-0.080674,0.890905,0.512022,-0.056953,0.614772,5
2.13088,-2.461011,-1.979917,-0.068423,2.195509,-0.808648,-0.277451,0.205293,-0.155319,-0.603023,0.442459,-0.386972,0.010836,-0.414656,-0.074912,0.207048,-0.268138,0.26656,-0.069302,0.142933,-0.026555,-0.403661,0.269559,0.02913,0.87562,1.274802,-0.829553,0.037919,0.188996,-0.530414,0.013338,8
2.925889,1.909215,-1.369247,4.214213,2.151685,-1.467961,-3.29125,-0.066024,-0.318787,1.096663,0.978448,-0.647699,-0.681245,0.548138,-0.633725,-0.306462,-0.572501,-0.550407,-1.270216,-0.061707,-0.217316,-0.927021,1.01416,0.684831,0.484632,-1.020639,0.028901,-0.574494,-0.40406,-0.353125,-0.651112,4
3.868983,-3.352159,-1.185811,0.633244,-0.988952,-1.162187,0.11813,-0.572857,0.45888,0.171387,0.344482,-1.626269,-0.492128,-0.656665,-0.93214,-1.059161,-1.270038,-1.234226,-0.869154,-0.637423,0.151943,1.876236,0.418103,0.368713,0.906091,1.082362,-0.715631,-0.23863,-0.902752,-0.50752,0.671234,4
-3.392616,-2.257871,-0.969249,-0.482328,-2.055912,-1.592553,0.636307,0.593985,-1.319762,0.099934,-0.763176,0.687129,0.75431,0.386825,-1.066484,-0.100911,0.365647,0.315593,0.421764,-0.298451,-1.406403,-0.033769,1.323801,-0.096121,-0.203449,0.79762,0.173773,-0.844454,0.329952,1.132371,0.648996,5
-19.729787,0.801508,2.09574,-0.008631,3.013584,-0.47445,0.496019,-0.199795,1.617132,-1.89306,-1.776493,0.065072,-0.721156,0.339959,-0.82865,0.356911,0.909368,0.081799,-0.78849,-0.769126,1.042368,0.712493,0.341767,0.154798,0.041984,0.768763,0.08648,-0.732462,-0.328502,-0.154781,-0.350467,1
-0.727773,1.163934,-1.58644,0.763783,0.203107,-1.756546,1.370009,0.493502,-1.387654,-0.764087,0.355937,2.165841,0.109674,0.029848,-1.385098,0.688738,-0.929304,-0.57673,-0.102693,0.168089,1.270106,0.771209,-0.620513,0.529166,0.316661,0.450254,-0.638355,-0.016907,0.421073,0.644332,-0.235571,3
7.355868,16.357929,2.768797,-16.241148,-3.520465,0.92547,-1.516558,12.23846,2.957641,1.352313,3.18476,-0.349103,-3.283511,-0.976342,2.313166,0.909175,-0.332709,4.930049,-1.350998,3.034248,1.254355,-0.452666,-2.534127,0.43992,0.281591,1.802054,1.625694,-0.196068,-0.197199,-0.0083,-0.423707,9
5.263893,2.960583,-2.026433,3.783405,0.718218,-1.940471,-1.906067,0.347474,0.982957,-0.100729,-1.108764,0.533346,0.597547,-1.384285,-0.482379,0.358072,-1.005634,0.839455,0.330957,0.816062,0.363814,-1.10878,0.327703,0.395447,0.425507,0.056653,-0.347105,-0.478384,1.282231,0.207213,-0.079211,4
-2.35693,1.24484,-8.101944,1.051707,0.133463,-1.012732,-0.157454,-0.366861,0.986678,0.582285,2.00406,-2.488873,0.70107,-0.136538,-0.656762,0.079541,-0.569017,-0.802864,-0.186026,0.543651,0.208082,1.075438,-1.118153,-0.118796,1.276755,-0.614328,0.441228,0.100157,0.032793,0.807684,0.382337,0
1.650845,4.529661,-6.320882,3.553891,1.13286,0.03325,-0.046385,-0.42053,0.742464,0.744592,1.017739,0.076577,-1.01533,-1.566684,-1.80514,0.980022,-0.189124,0.676526,-0.11755,0.357184,0.257797,0.149751,0.175834,0.053781,-0.375163,0.579344,0.85546,0.333713,-0.820722,0.894694,0.40516,8
2.306542,2.102694,1.951354,6.168957,0.004031,-2.725238,-0.528472,0.872301,-0.49967,1.762131,0.589084,-0.282251,-0.774899,1.230126,0.445745,0.237689,0.583737,0.977562,-0.173609,0.098547,-0.002768,-1.910512,0.307768,-0.4349,-1.616521,0.095002,0.180889,-0.343401,-0.199957,-0.282183,-1.455132,4
5.659901,2.611127,-0.073337,-4.729468,-0.069304,1.234678,0.437596,-0.429616,1.493014,0.38613,0.471321,0.040077,-0.154056,-1.953507,-0.326564,-0.470421,-1.866589,0.198004,-0.706693,0.437758,-1.107062,0.612863,0.248462,0.522526,0.687149,-1.680767,-0.672792,1.781445,-1.44149,-0.605078,-0.142627,9
3.525215,2.478834,2.270101,6.858181,-0.412015,0.192966,-2.091002,-1.00495,0.054167,-0.255785,0.945871,-0.221829,-1.473612,1.701146,-0.040579,-0.523941,-2.550005,0.511865,-0.863758,-0.831406,0.464157,0.25143,0.073253,0.490538,-0.045505,-0.478523,1.500681,-0.527867,-0.390727,-0.078939,0.770798,5
7.546259,-1.84361,1.862684,-0.932997,0.15495,0.084629,0.420179,-2.185342,0.867514,-0.573666,0.742073,0.72777,-0.11676,0.644526,0.662835,-0.078796,-0.625325,-1.468704,0.612718,-0.329101,-0.156956,0.711958,-0.269442,-1.077203,-0.027722,0.485815,0.654505,-0.163497,0.388327,0.128013,-0.118504,7
2.67516,-3.433665,1.067105,-1.412985,-1.253583,2.320613,-0.608533,-1.604605,-1.597523,-0.738165,-0.058338,-0.262945,0.955114,0.221015,1.873079,0.812508,-0.448381,-1.026707,0.280989,0.908467,-0.167636,-0.28508,-0.841812,-0.125605,-0.261151,0.054203,-0.7405,0.466939,0.093944,1.107433,-0.203626,7
-4.274301,-5.679331,2.373964,-2.284588,-2.946695,-0.239653,-1.541636,1.503512,-2.412455,1.844531,0.424734,0.408489,1.501204,0.123646,0.110352,-0.000428,-1.016514,1.241702,-0.209506,0.281378,-0.557192,-0.286912,-0.465807,0.579943,0.014438,0.624587,0.008795,0.373731,-0.139561,0.523876,0.675102,5
-10.662992,-0.790847,-0.539834,3.059703,0.019902,-0.873851,-2.040407,0.188357,-1.535193,0.548147,2.571922,0.482425,0.413316,-2.108054,-0.929371,1.19511,0.476465,-0.54182,-0.121242,0.695335,-0.584963,-1.313412,-0.51212,-0.118091,0.367692,0.532937,0.780038,0.239199,0.113442,0.246258,-0.180969,0
3.832666,-2.302931,0.662994,-1.932572,1.185622,0.369002,1.359251,0.317056,0.014799,-0.492658,-0.70347,-0.383308,2.187042,0.991846,-0.134796,-0.382474,0.252386,-0.941972,-0.706738,0.141998,-2.133437,-0.519042,-0.329801,-0.542808,-0.120865,-0.169375,-0.655356,-1.098472,0.246425,-0.086858,0.47589,8
4.211876,1.272793,0.767956,4.793611,-0.041873,-3.007268,0.843815,0.748687,0.954006,-0.497624,-1.582257,0.671147,0.261433,-0.730652,1.203335,0.647556,0.117569,-0.760358,-0.660729,0.080756,1.420317,0.119781,1.950555,-0.085114,-0.318794,-0.009015,0.675202,0.504182,-0.101176,-0.22968,0.957242,4
3.426013,-2.13381,-3.170816,-0.681049,0.326972,0.285781,1.392732,0.702018,-0.149457,-1.512147,0.90331,0.631304,0.978551,-0.201032,0.824511,-0.547142,-0.253818,-0.603228,-0.219165,0.179122,0.21227,0.104102,-0.565775,0.225344,0.190014,0.419689,0.354074,0.178279,-0.354479,0.47178,-0.066923,3
3.781529,2.833134,1.140943,2.348109,0.517331,-4.21254,2.717495,0.640476,-2.96593,-2.545895,-0.332879,0.096966,-0.376399,0.175368,-2.182145,1.42725,1.862266,-0.241763,0.711245,-1.571972,0.39519,-0.011514,-1.413497,-0.20788,0.907145,0.364906,-0.556987,-0.652797,-1.048265,0.143634,0.102845,7
3.061611,3.715285,-3.18999,-0.658985,-0.729007,-3.626634,1.680334,-0.998834,-1.028939,0.329921,0.223935,-1.941628,-0.13265,2.290812,-0.676041,0.449669,0.107189,1.655933,0.007011,-0.5141,0.145045,-0.057848,-0.051263,-0.194685,-0.528034,0.096256,1.084836,1.230037,-0.040803,0.050175,0.080137,5
-10.551261,15.406911,2.639787,-11.861716,3.296013,2.566389,-1.559342,-1.757357,0.977678,-3.159276,2.852441,0.181032,-4.33999,-1.107524,4.132269,1.971165,1.038803,-1.654748,0.483298,-1.376175,0.622205,-0.873447,-0.139592,-1.114997,-3.137547,0.913543,0.255022,0.148841,1.164192,1.072828,0.235825,1
7.41507,1.860506,1.388199,-4.661027,-1.4811,0.857848,1.761922,-2.028985,-0.40236,-1.226681,0.112924,0.316475,0.509371,0.776868,-0.511465,0.070514,-2.773129,-1.313296,0.805041,-2.096119,1.291111,-0.220745,0.393157,0.243322,0.475419,-0.539486,0.875009,0.173289,-0.149877,-0.999798,0.706539,9
-1.018127,1.218724,-5.451,2.971786,-1.069184,0.384548,-0.662901,-0.780761,1.428116,0.495803,1.59174,-1.741393,-0.181786,-0.016613,-0.559088,0.381522,-0.161685,-0.13374,0.099067,0.933485,0.427654,0.937409,-1.098924,0.28337,-0.041051,-0.628054,0.513057,-0.053861,0.379181,-0.375994,-0.166712,0
4.649899,-2.500681,-2.829027,-0.421328,0.997905,0.1416,-3.184327,-0.027708,1.124445,-0.03253,-1.716301,-0.707241,0.042417,-0.533702,-0.546749,0.04252,0.390789,-1.153257,-1.055026,0.552248,0.332671,1.173519,-0.948919,-0.213198,-0.004544,0.120047,0.043727,0.422977,-0.432246,0.667867,1.535873,6
-0.890256,-0.031009,1.135792,3.947043,-1.039681,-1.175624,-0.286785,-0.337397,-0.462385,1.009106,2.944704,-1.050473,-2.327079,0.974146,1.08726,-0.806453,-2.016982,0.957987,-2.952954,0.166007,0.015869,1.31998,-0.063039,2.010333,-0.167419,1.754704,1.009071,-0.0464,0.310741,-0.445975,0.532551,5
1.71507,-4.312401,-0.541375,-0.933282,-1.652731,-1.34927,0.768394,-0.055343,-0.847825,-0.472115,-0.726223,-0.615082,-0.744285,0.185683,-0.604453,-0.326412,-0.483475,-0.546848,-0.3373,-0.388219,0.491766,-1.201292,-0.361037,0.792908,0.365048,0.473559,0.416268,-0.707942,0.754131,-0.606289,-0.083002,6
-12.269089,1.196922,3.418248,1.005671,3.810736,2.334361,1.12797,-0.696103,1.867684,0.458859,-0.941973,-0.355494,-0.741531,-0.113689,1.014368,0.304562,0.222392,0.751967,0.799596,-0.118307,1.17182,-0.860641,0.17641,-0.817316,-1.116915,0.587258,-1.121124,0.544273,0.102945,0.05073,-0.456596,1
3.203034,-1.919145,1.137618,5.433513,-0.753397,0.709205,-0.983124,1.629007,-0.42369,-1.678003,0.056526,2.233151,-0.050025,-0.504147,2.014357,-0.45081,-0.162616,-0.197659,0.10783,-0.141671,0.67752,0.421808,-0.027281,0.171904,-0.177121,-0.749128,0.315661,-0.423333,0.638944,0.181502,0.185262,7
0.605934,2.07738,-3.764848,-4.153802,2.626337,-0.137836,-1.047632,-2.017623,0.14575,0.65951,1.569731,0.01194,-0.002999,1.201554,0.011477,-0.225365,0.750745,0.051585,0.280355,-0.310038,0.027645,-0.075976,-0.483937,-0.665272,-0.962883,-0.468607,0.336277,-0.089335,0.537621,0.089636,-0.038261,2
-0.386858,-8.139883,1.459243,-0.340093,0.089141,0.313762,-0.785221,0.844188,-1.041396,-0.198359,0.654815,0.071279,-0.480536,-0.41376,0.622674,-0.318614,2.180544,-0.428392,0.186648,1.185519,-0.293766,-1.579805,0.889168,0.927929,-0.612504,0.005154,0.405335,-0.751928,-0.039703,0.381295,-0.450233,6
-8.88276,-0.742062,-0.540593,-1.015646,1.949374,0.329642,1.285811,0.669859,0.697031,0.551415,0.523702,-0.197899,0.683947,2.893381,-1.138067,-1.582876,-0.211539,1.112655,1.318421,1.187493,1.254081,0.234298,0.585688,1.021366,-0.666908,0.040744,0.244688,0.135102,0.028248,0.236341,-0.020252,3
5.080717,-2.051213,-2.467377,-2.517038,3.502751,2.558057,-2.03542,-2.986493,-1.038934,-0.713156,0.421943,-0.860356,0.050882,-0.052957,0.680837,0.389723,1.438836,-0.97172,0.343884,0.120093,-0.359863,-0.188944,0.018529,0.256611,-0.401697,0.993423,0.071863,0.273299,1.25458,0.440321,-0.432356,7
7.515178,-0.581374,1.725893,-1.955619,-0.048073,0.685234,3.39463,-2.139083,1.158413,0.238029,0.35451,-0.22741,-0.261287,-1.698294,-0.392125,0.531991,-0.254566,0.016715,0.356699,1.135437,0.15847,0.357154,-0.006096,-0.680384,-0.29917,0.224645,0.380442,0.135073,0.403447,-0.674734,-0.784921,9
-0.288471,-1.125445,1.395664,0.583481,0.407282,-2.501055,1.525468,-0.746553,-1.043376,-0.006863,0.268119,-0.482152,-0.744694,-0.063775,0.220252,-0.021319,0.178521,0.336357,0.535376,-0.812047,0.063976,0.062729,1.429177,0.256573,-0.102651,0.510562,-0.30219,-1.119316,-0.308607,-0.507535,0.179299,4
-9.553588,0.612429,3.633395,-0.005473,-0.220418,-0.988217,-2.195758,-0.827334,-0.252765,0.86294,1.734388,2.294351,-1.482747,0.508198,0.068988,1.426321,0.056985,0.418435,0.097328,1.094358,0.390635,-1.083316,-0.549552,0.877104,0.156647,-0.755438,-0.206249,-0.629355,-0.858441,0.255337,0.648257,1
9.639693,4.070563,6.617599,0.98601,1.015858,2.535675,1.901858,5.426113,-1.247536,0.18382,0.580867,-2.686358,0.021434,1.471942,-2.504125,-0.410181,2.183167,0.351592,-0.060494,-0.650193,-0.755289,-0.041965,1.73455,-0.854085,-0.188543,-0.065625,-0.324664,1.01069,0.926619,-0.454876,-1.032019,9
-3.145923,-2.738696,2.249841,-1.400732,-0.612292,-1.983699,-0.271563,0.845085,-0.300037,0.401673,-0.632046,-0.67819,1.55759,-1.25761,0.510833,-0.35862,-1.208968,0.356076,-0.205476,-0.785729,-0.041633,-0.804829,0.518302,0.232127,0.704097,0.088232,-0.428727,-0.511269,-0.787764,0.136608,0.917773,8
-1.478994,-7.385519,0.086232,-2.738799,0.00088,-0.298943,-0.961837,0.52274,-1.618123,0.151352,-0.852881,-1.103719,-0.549517,0.583667,-1.479196,-0.470924,0.624001,0.619644,1.223595,-0.297942,-0.203828,0.580331,-0.204565,0.101719,0.110541,0.30833,-0.662179,-0.326318,-0.178682,-0.650207,0.65822,6
4.251879,-7.833692,-2.901821,-1.853706,-0.692028,1.231769,-1.425745,0.246268,0.382726,-1.510508,-1.138719,-0.621981,-2.358527,-1.000681,-0.681022,-0.089791,-0.290659,0.467505,-0.71499,0.063218,0.625765,0.041945,-1.092027,0.01789,0.281698,-0.350739,0.424255,0.07029,0.129029,0.360238,-0.481408,6
4.539452,2.382024,1.797984,5.349108,0.990661,-2.787254,2.432808,1.829219,-2.647545,0.355222,-0.511123,0.6043,-1.148112,1.652729,-1.310405,-0.406095,0.967098,0.418321,-1.429113,-0.355989,1.551954,0.375604,-0.459323,-0.591803,-0.393997,-0.665118,0.227544,1.11119,0.083081,0.900894,0.838933,4
7.460849,7.821405,2.106674,-3.137995,-0.090915,-0.018215,0.684814,0.348083,0.641893,2.630521,-0.370297,0.243487,-0.558375,-0.689222,-0.829553,-0.965852,-2.514322,0.235016,-0.220147,0.902198,-0.263872,-0.45541,-0.402203,-1.964426,0.331633,0.313441,-0.411568,2.398707,0.063659,0.04624,0.395891,9
-27.884661,2.903771,6.535119,-1.008387,0.980982,-0.56297,0.437741,0.020177,0.36463,-1.079387,-1.321328,-1.175265,-0.63563,-0.19028,-0.568328,0.342705,0.478548,1.052898,-0.802123,0.715448,0.030092,1.358431,-2.280069,1.354227,-0.340287,-1.077417,0.769359,0.161099,-0.484735,0.350628,0.436491,1
-4.634209,-0.058395,-0.667561,-2.781119,-0.05247,0.238552,1.090173,-0.535193,1.032875,-0.409638,-1.062517,1.223885,0.054091,2.336098,-1.282159,-0.188294,-0.854147,-1.639855,0.149336,0.951437,0.779263,-0.086869,0.148049,-0.320389,-0.202717,-0.371801,-0.398724,-0.86984,-0.337298,-0.726373,-1.044784,3
-1.277174,-6.633369,-3.726106,-0.275566,-1.626089,0.779726,-2.960012,0.344197,-0.762183,0.455222,1.574934,-0.260628,-0.243573,0.563594,-0.422286,0.220295,0.605318,-1.330268,0.385715,-0.42619,-0.1143,-0.247549,-0.406195,0.163914,0.233068,-0.565142,0.262703,0.808672,0.122167,-0.608064,-0.336355,0
3.282168,1.825456,0.362726,4.621268,-0.312213,-1.679838,0.424902,0.138681,0.442392,0.767851,-0.260743,-0.087411,0.051618,-0.398832,0.568049,-0.483998,0.126504,-0.060262,-0.146471,-0.512954,1.197036,1.06436,0.002597,-0.237653,-1.05395,-0.758339,0.082368,-1.017584,-0.433139,0.335093,0.835763,4
8.450618,2.990794,5.270043,4.439979,0.969418,1.711084,-1.462345,-3.372353,-0.589909,-1.269428,3.45137,2.639063,-1.759666,1.442845,0.606208,0.535855,1.029139,-0.345106,2.525469,-0.981745,-0.858078,-0.789,-0.131686,-0.447406,0.800262,0.343505,0.321825,0.376174,-0.622059,-0.035057,0.682067,7
8.955749,-3.406829,3.639153,0.280546,1.051395,1.159161,3.636779,-1.561658,0.509534,-0.38559,0.996668,0.019759,-0.90442,-0.126319,0.292019,0.929981,0.600302,-0.630669,0.832297,0.841297,-0.628256,0.47323,0.427146,-0.922703,-0.480439,-0.707665,1.337699,-0.046016,1.327823,-0.772461,0.452323,9
1.142709,-4.268588,-1.409677,-1.96347,-0.064925,-0.024382,1.060305,0.178875,-0.229704,-0.20042,0.171031,-0.839564,1.345459,0.955752,0.124623,0.254119,-0.634683,-0.059642,0.146269,-0.451413,0.899395,-0.008398,-0.437033,0.139238,-0.251448,-0.516248,-0.232912,-0.415344,0.512223,0.201452,-0.419406,3
4.001676,-2.806621,-2.670662,-1.202336,0.728716,-0.80407,0.79048,1.118447,0.035247,-0.679927,-1.114998,0.523197,0.363311,-0.594273,-0.627483,0.427274,-0.101157,0.221736,0.185738,-0.313941,1.082963,-0.013084,-0.372606,-0.530463,-0.802523,0.167455,-0.429305,1.12766,-0.620938,0.262178,-0.150577,6
2.674877,-0.187552,-2.243199,-0.14769,0.582274,-0.761008,1.299581,-0.583999,-0.721316,0.004287,1.842243,-0.882269,-0.062404,-0.878669,0.0787,-0.048509,-0.626864,0.394344,-0.305054,1.056285,1.778116,-0.522054,-0.65876,0.830702,1.004651,0.341856,-0.838508,-0.377751,-0.555402,-0.074597,0.400534,3
-2.517124,0.669788,-1.896288,2.024612,1.53882,1.12603,-0.990298,0.381991,0.878654,-0.034083,2.991626,0.237008,1.517973,0.089997,-0.310819,0.346882,-0.910831,1.105572,-0.969715,0.55014,0.026885,-0.691983,-0.225988,0.262919,0.609504,-0.404061,-0.397529,-0.571129,0.143999,0.764461,-0.924741,3
-1.614695,-1.054186,-2.441889,5.493848,-1.756955,2.400256,1.903261,0.640527,-0.433185,-0.642031,1.689285,0.284313,0.890119,-0.376315,-0.344868,1.899815,0.597563,-0.274021,-0.327815,-0.16902,1.333991,-0.702255,0.3207,-1.758559,0.806697,-0.476346,0.90432,-0.622872,-0.858159,-0.489498,-0.709786,2
