object,cap-shape,cap-surface,cap-color,bruises,odor,gill-attachment,gill-spacing,gill-size,gill-color,stalk-shape,stalk-root,stalk-surface-above-ring,stalk-surface-below-ring,stalk-color-above-ring,stalk-color-below-ring,veil-type,veil-color,ring-number,ring-type,spore-print-color,population,habitat
789,2.0,2.0,9.0,0.0,1.0,2.0,0.0,0.0,7.0,0.0,5.0,3.0,1.0,7.0,7.0,0.0,2.0,1.0,5.0,0.0,5.0,3.0
790,0.0,2.0,9.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,7.0,7.0,0.0,2.0,1.0,5.0,1.0,3.0,0.0
791,3.0,2.0,0.0,0.0,1.0,2.0,0.0,0.0,7.0,0.0,5.0,3.0,1.0,7.0,7.0,0.0,2.0,1.0,5.0,0.0,5.0,3.0
792,2.0,2.0,8.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,7.0,7.0,0.0,2.0,1.0,5.0,0.0,2.0,0.0
793,2.0,3.0,9.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,3.0,3.0,7.0,7.0,0.0,2.0,1.0,5.0,1.0,2.0,0.0
794,2.0,2.0,0.0,0.0,7.0,2.0,0.0,1.0,7.0,0.0,3.0,3.0,3.0,7.0,7.0,0.0,2.0,1.0,5.0,1.0,4.0,0.0
795,2.0,2.0,0.0,0.0,7.0,2.0,0.0,1.0,1.0,0.0,3.0,3.0,3.0,7.0,7.0,0.0,2.0,1.0,5.0,1.0,3.0,4.0
796,0.0,2.0,9.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,1.0,3.0,3.0,7.0,7.0,0.0,2.0,1.0,5.0,0.0,2.0,0.0
797,2.0,3.0,8.0,1.0,6.0,2.0,1.0,0.0,3.0,1.0,3.0,0.0,3.0,7.0,7.0,0.0,2.0,1.0,1.0,0.0,3.0,0.0
798,2.0,3.0,8.0,0.0,7.0,2.0,0.0,1.0,0.0,0.0,3.0,3.0,3.0,7.0,7.0,0.0,2.0,1.0,5.0,1.0,4.0,0.0
799,2.0,2.0,0.0,0.0,1.0,2.0,0.0,0.0,10.0,0.0,5.0,3.0,1.0,7.0,7.0,0.0,2.0,1.0,5.0,1.0,3.0,3.0
800,0.0,3.0,8.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,3.0,3.0,7.0,7.0,0.0,2.0,1.0,5.0,0.0,2.0,2.0
801,2.0,2.0,9.0,0.0,0.0,2.0,0.0,0.0,10.0,0.0,1.0,3.0,3.0,7.0,7.0,0.0,2.0,1.0,5.0,1.0,2.0,0.0
802,2.0,3.0,0.0,0.0,7.0,2.0,0.0,1.0,1.0,0.0,3.0,3.0,3.0,7.0,7.0,0.0,2.0,1.0,5.0,1.0,4.0,4.0
803,0.0,2.0,9.0,0.0,1.0,2.0,0.0,0.0,10.0,0.0,1.0,3.0,3.0,7.0,7.0,0.0,2.0,1.0,5.0,0.0,2.0,0.0
804,0.0,2.0,8.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,7.0,7.0,0.0,2.0,1.0,5.0,1.0,2.0,0.0
805,3.0,2.0,9.0,0.0,1.0,2.0,0.0,0.0,10.0,0.0,5.0,3.0,1.0,7.0,7.0,0.0,2.0,1.0,5.0,0.0,3.0,0.0
806,0.0,2.0,8.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,7.0,7.0,0.0,2.0,1.0,5.0,0.0,3.0,0.0
807,2.0,2.0,9.0,0.0,0.0,2.0,0.0,0.0,7.0,0.0,5.0,3.0,1.0,7.0,7.0,0.0,2.0,1.0,5.0,0.0,5.0,0.0
808,0.0,3.0,9.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,1.0,3.0,3.0,7.0,7.0,0.0,2.0,1.0,5.0,1.0,3.0,2.0
809,2.0,3.0,9.0,0.0,1.0,2.0,1.0,1.0,7.0,1.0,0.0,3.0,3.0,7.0,7.0,0.0,2.0,1.0,5.0,1.0,4.0,6.0
810,0.0,3.0,9.0,0.0,0.0,2.0,0.0,0.0,4.0,0.0,1.0,3.0,3.0,7.0,7.0,0.0,2.0,1.0,5.0,0.0,2.0,2.0
811,0.0,3.0,9.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,3.0,3.0,7.0,7.0,0.0,2.0,1.0,5.0,0.0,2.0,2.0
812,2.0,2.0,8.0,0.0,7.0,2.0,0.0,1.0,7.0,0.0,3.0,3.0,3.0,7.0,7.0,0.0,2.0,1.0,5.0,0.0,4.0,4.0
813,2.0,2.0,8.0,0.0,7.0,2.0,0.0,1.0,10.0,0.0,3.0,3.0,3.0,7.0,7.0,0.0,2.0,1.0,5.0,1.0,4.0,0.0
814,2.0,3.0,0.0,0.0,7.0,2.0,0.0,1.0,0.0,0.0,3.0,3.0,3.0,7.0,7.0,0.0,2.0,1.0,5.0,0.0,4.0,4.0
815,2.0,3.0,8.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,3.0,3.0,7.0,7.0,0.0,2.0,1.0,5.0,0.0,3.0,2.0
816,2.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,7.0,0.0,5.0,3.0,1.0,7.0,7.0,0.0,2.0,1.0,5.0,0.0,5.0,0.0
817,2.0,2.0,9.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,5.0,3.0,1.0,7.0,7.0,0.0,2.0,1.0,5.0,0.0,5.0,0.0
818,2.0,3.0,8.0,0.0,0.0,2.0,1.0,1.0,10.0,1.0,0.0,3.0,3.0,7.0,7.0,0.0,2.0,1.0,5.0,1.0,4.0,6.0
819,0.0,2.0,8.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,7.0,7.0,0.0,2.0,1.0,5.0,1.0,2.0,0.0
820,0.0,3.0,9.0,0.0,1.0,2.0,0.0,0.0,10.0,0.0,1.0,3.0,3.0,7.0,7.0,0.0,2.0,1.0,5.0,1.0,2.0,2.0
821,2.0,0.0,3.0,1.0,6.0,2.0,0.0,1.0,0.0,0.0,3.0,3.0,3.0,7.0,7.0,0.0,2.0,1.0,5.0,0.0,4.0,4.0
822,0.0,3.0,9.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,3.0,3.0,7.0,7.0,0.0,2.0,1.0,5.0,0.0,3.0,2.0
823,2.0,3.0,8.0,0.0,1.0,2.0,0.0,0.0,4.0,0.0,1.0,3.0,3.0,7.0,7.0,0.0,2.0,1.0,5.0,1.0,3.0,0.0
824,2.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,10.0,0.0,5.0,3.0,1.0,7.0,7.0,0.0,2.0,1.0,5.0,0.0,3.0,3.0
825,2.0,2.0,9.0,0.0,1.0,2.0,0.0,0.0,10.0,0.0,1.0,3.0,3.0,7.0,7.0,0.0,2.0,1.0,5.0,0.0,3.0,2.0
826,3.0,0.0,8.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,3.0,3.0,7.0,7.0,0.0,2.0,1.0,5.0,1.0,4.0,6.0
827,3.0,0.0,8.0,0.0,0.0,2.0,1.0,1.0,10.0,1.0,0.0,3.0,3.0,7.0,7.0,0.0,2.0,1.0,5.0,6.0,4.0,6.0
828,2.0,3.0,8.0,0.0,1.0,2.0,0.0,0.0,4.0,0.0,1.0,3.0,3.0,7.0,7.0,0.0,2.0,1.0,5.0,1.0,3.0,2.0
829,3.0,3.0,9.0,0.0,1.0,2.0,1.0,1.0,7.0,1.0,0.0,3.0,3.0,7.0,7.0,0.0,2.0,1.0,5.0,6.0,4.0,6.0
830,5.0,0.0,3.0,1.0,6.0,2.0,0.0,1.0,7.0,0.0,3.0,3.0,3.0,7.0,7.0,0.0,2.0,1.0,5.0,0.0,4.0,4.0
831,3.0,0.0,9.0,0.0,0.0,2.0,1.0,1.0,10.0,1.0,0.0,3.0,3.0,7.0,7.0,0.0,2.0,1.0,5.0,1.0,4.0,6.0
832,2.0,2.0,0.0,0.0,1.0,2.0,0.0,0.0,7.0,0.0,5.0,3.0,1.0,7.0,7.0,0.0,2.0,1.0,5.0,0.0,5.0,0.0
833,2.0,2.0,9.0,0.0,1.0,2.0,0.0,0.0,10.0,0.0,5.0,3.0,1.0,7.0,7.0,0.0,2.0,1.0,5.0,1.0,3.0,0.0
834,2.0,2.0,9.0,0.0,1.0,2.0,0.0,0.0,7.0,0.0,5.0,3.0,1.0,7.0,7.0,0.0,2.0,1.0,5.0,1.0,5.0,3.0
835,2.0,3.0,0.0,0.0,7.0,2.0,0.0,1.0,0.0,0.0,3.0,3.0,3.0,7.0,7.0,0.0,2.0,1.0,5.0,1.0,4.0,0.0
836,2.0,3.0,9.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,1.0,3.0,3.0,7.0,7.0,0.0,2.0,1.0,5.0,1.0,3.0,2.0
837,2.0,2.0,8.0,0.0,7.0,2.0,0.0,1.0,7.0,0.0,3.0,3.0,3.0,7.0,7.0,0.0,2.0,1.0,5.0,1.0,3.0,4.0
838,2.0,2.0,9.0,0.0,0.0,2.0,0.0,0.0,10.0,0.0,1.0,3.0,3.0,7.0,7.0,0.0,2.0,1.0,5.0,0.0,3.0,0.0
839,2.0,2.0,8.0,0.0,0.0,2.0,0.0,0.0,10.0,0.0,1.0,3.0,3.0,7.0,7.0,0.0,2.0,1.0,5.0,0.0,3.0,0.0
840,3.0,3.0,9.0,0.0,0.0,2.0,1.0,1.0,10.0,1.0,0.0,3.0,3.0,7.0,7.0,0.0,2.0,1.0,5.0,6.0,4.0,6.0
841,2.0,2.0,0.0,0.0,7.0,2.0,0.0,1.0,10.0,0.0,3.0,3.0,3.0,7.0,7.0,0.0,2.0,1.0,5.0,1.0,4.0,0.0
842,0.0,3.0,8.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,3.0,3.0,7.0,7.0,0.0,2.0,1.0,5.0,1.0,3.0,0.0
843,5.0,0.0,3.0,1.0,6.0,2.0,0.0,1.0,1.0,0.0,3.0,3.0,3.0,7.0,7.0,0.0,2.0,1.0,5.0,0.0,5.0,4.0
844,2.0,3.0,9.0,0.0,0.0,2.0,0.0,0.0,4.0,0.0,1.0,3.0,3.0,7.0,7.0,0.0,2.0,1.0,5.0,0.0,2.0,0.0
845,2.0,0.0,3.0,1.0,6.0,2.0,1.0,0.0,0.0,1.0,3.0,3.0,0.0,7.0,7.0,0.0,2.0,1.0,1.0,1.0,3.0,0.0
846,2.0,2.0,9.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,3.0,3.0,7.0,7.0,0.0,2.0,1.0,5.0,1.0,3.0,2.0
847,0.0,2.0,8.0,0.0,1.0,2.0,0.0,0.0,4.0,0.0,1.0,3.0,3.0,7.0,7.0,0.0,2.0,1.0,5.0,1.0,3.0,0.0
848,0.0,3.0,9.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,7.0,7.0,0.0,2.0,1.0,5.0,1.0,2.0,2.0
849,2.0,3.0,8.0,0.0,1.0,2.0,1.0,1.0,10.0,1.0,0.0,3.0,3.0,7.0,7.0,0.0,2.0,1.0,5.0,6.0,4.0,6.0
850,0.0,3.0,8.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,7.0,7.0,0.0,2.0,1.0,5.0,1.0,3.0,0.0
851,3.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,7.0,0.0,5.0,3.0,1.0,7.0,7.0,0.0,2.0,1.0,5.0,0.0,3.0,0.0
852,5.0,0.0,3.0,1.0,6.0,2.0,0.0,1.0,4.0,0.0,3.0,3.0,3.0,7.0,7.0,0.0,2.0,1.0,5.0,1.0,5.0,4.0
853,2.0,0.0,8.0,1.0,6.0,2.0,1.0,0.0,7.0,1.0,3.0,0.0,3.0,7.0,7.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0
854,5.0,0.0,0.0,1.0,6.0,2.0,0.0,1.0,1.0,0.0,3.0,3.0,3.0,7.0,7.0,0.0,2.0,1.0,5.0,0.0,4.0,4.0
855,3.0,2.0,0.0,0.0,1.0,2.0,0.0,0.0,7.0,0.0,5.0,3.0,1.0,7.0,7.0,0.0,2.0,1.0,5.0,0.0,3.0,3.0
856,3.0,3.0,9.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,3.0,3.0,7.0,7.0,0.0,2.0,1.0,5.0,6.0,4.0,6.0
857,0.0,3.0,9.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,3.0,3.0,7.0,7.0,0.0,2.0,1.0,5.0,1.0,3.0,0.0
858,0.0,3.0,9.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,7.0,7.0,0.0,2.0,1.0,5.0,0.0,2.0,2.0
859,2.0,3.0,0.0,0.0,7.0,2.0,0.0,1.0,7.0,0.0,3.0,3.0,3.0,7.0,7.0,0.0,2.0,1.0,5.0,0.0,4.0,0.0
860,3.0,2.0,0.0,0.0,1.0,2.0,0.0,0.0,10.0,0.0,5.0,3.0,1.0,7.0,7.0,0.0,2.0,1.0,5.0,1.0,5.0,3.0
861,2.0,3.0,9.0,0.0,0.0,2.0,0.0,0.0,10.0,0.0,1.0,3.0,3.0,7.0,7.0,0.0,2.0,1.0,5.0,1.0,3.0,0.0
862,3.0,2.0,9.0,0.0,0.0,2.0,0.0,0.0,7.0,0.0,5.0,3.0,1.0,7.0,7.0,0.0,2.0,1.0,5.0,1.0,3.0,0.0
863,2.0,2.0,8.0,0.0,0.0,2.0,0.0,0.0,4.0,0.0,1.0,3.0,3.0,7.0,7.0,0.0,2.0,1.0,5.0,1.0,2.0,0.0
864,2.0,2.0,9.0,0.0,0.0,2.0,0.0,0.0,10.0,0.0,1.0,3.0,3.0,7.0,7.0,0.0,2.0,1.0,5.0,1.0,3.0,2.0
865,2.0,2.0,9.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,7.0,7.0,0.0,2.0,1.0,5.0,0.0,3.0,0.0
866,3.0,0.0,0.0,1.0,6.0,2.0,0.0,1.0,1.0,0.0,3.0,3.0,3.0,7.0,7.0,0.0,2.0,1.0,5.0,1.0,4.0,4.0
867,3.0,2.0,9.0,0.0,1.0,2.0,0.0,0.0,7.0,0.0,5.0,3.0,1.0,7.0,7.0,0.0,2.0,1.0,5.0,1.0,5.0,3.0
868,2.0,0.0,3.0,1.0,6.0,2.0,0.0,1.0,7.0,0.0,3.0,3.0,3.0,7.0,7.0,0.0,2.0,1.0,5.0,1.0,5.0,4.0
869,2.0,3.0,9.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,7.0,7.0,0.0,2.0,1.0,5.0,1.0,2.0,0.0
870,3.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,7.0,0.0,5.0,3.0,1.0,7.0,7.0,0.0,2.0,1.0,5.0,0.0,5.0,3.0
871,2.0,3.0,9.0,0.0,1.0,2.0,0.0,0.0,10.0,0.0,1.0,3.0,3.0,7.0,7.0,0.0,2.0,1.0,5.0,1.0,2.0,0.0
872,2.0,2.0,9.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,7.0,7.0,0.0,2.0,1.0,5.0,1.0,3.0,2.0
873,2.0,0.0,0.0,0.0,6.0,2.0,0.0,0.0,1.0,1.0,0.0,3.0,3.0,3.0,7.0,0.0,2.0,1.0,5.0,0.0,4.0,6.0
874,2.0,3.0,8.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,3.0,3.0,7.0,7.0,0.0,2.0,1.0,5.0,1.0,3.0,2.0
875,2.0,2.0,9.0,0.0,1.0,2.0,0.0,0.0,7.0,0.0,5.0,3.0,1.0,7.0,7.0,0.0,2.0,1.0,5.0,1.0,3.0,3.0
876,2.0,2.0,8.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,7.0,7.0,0.0,2.0,1.0,5.0,1.0,2.0,2.0
877,2.0,3.0,8.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,7.0,7.0,0.0,2.0,1.0,5.0,0.0,2.0,0.0
878,3.0,2.0,9.0,0.0,1.0,2.0,0.0,0.0,10.0,0.0,5.0,3.0,1.0,7.0,7.0,0.0,2.0,1.0,5.0,1.0,5.0,0.0
879,0.0,3.0,9.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,1.0,3.0,3.0,7.0,7.0,0.0,2.0,1.0,5.0,1.0,2.0,0.0
880,3.0,0.0,8.0,0.0,0.0,2.0,1.0,1.0,10.0,1.0,0.0,3.0,3.0,7.0,7.0,0.0,2.0,1.0,5.0,1.0,4.0,6.0
881,3.0,3.0,3.0,1.0,6.0,2.0,1.0,0.0,1.0,1.0,3.0,3.0,0.0,7.0,7.0,0.0,2.0,1.0,1.0,1.0,3.0,0.0
882,2.0,2.0,8.0,0.0,0.0,2.0,0.0,0.0,10.0,0.0,1.0,3.0,3.0,7.0,7.0,0.0,2.0,1.0,5.0,0.0,2.0,0.0
883,2.0,2.0,8.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,1.0,3.0,3.0,7.0,7.0,0.0,2.0,1.0,5.0,0.0,2.0,0.0
884,3.0,2.0,9.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,5.0,3.0,1.0,7.0,7.0,0.0,2.0,1.0,5.0,0.0,3.0,0.0
885,2.0,3.0,8.0,0.0,0.0,2.0,1.0,1.0,7.0,1.0,0.0,3.0,3.0,7.0,7.0,0.0,2.0,1.0,5.0,6.0,4.0,6.0
886,2.0,3.0,9.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,3.0,3.0,7.0,7.0,0.0,2.0,1.0,5.0,1.0,3.0,0.0
887,3.0,2.0,9.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,5.0,3.0,1.0,7.0,7.0,0.0,2.0,1.0,5.0,1.0,5.0,0.0
888,2.0,2.0,9.0,0.0,0.0,2.0,0.0,0.0,10.0,0.0,5.0,3.0,1.0,7.0,7.0,0.0,2.0,1.0,5.0,0.0,5.0,3.0
889,2.0,3.0,9.0,0.0,1.0,2.0,0.0,0.0,4.0,0.0,1.0,3.0,3.0,7.0,7.0,0.0,2.0,1.0,5.0,1.0,2.0,0.0
890,2.0,0.0,0.0,0.0,6.0,2.0,0.0,0.0,8.0,1.0,0.0,3.0,3.0,3.0,5.0,0.0,2.0,1.0,5.0,1.0,5.0,6.0
891,3.0,2.0,9.0,0.0,1.0,2.0,0.0,0.0,7.0,0.0,5.0,3.0,1.0,7.0,7.0,0.0,2.0,1.0,5.0,0.0,5.0,0.0
892,2.0,3.0,8.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,3.0,3.0,7.0,7.0,0.0,2.0,1.0,5.0,0.0,2.0,0.0
893,0.0,3.0,9.0,0.0,0.0,2.0,0.0,0.0,4.0,0.0,1.0,3.0,3.0,7.0,7.0,0.0,2.0,1.0,5.0,1.0,3.0,2.0
894,2.0,3.0,9.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,7.0,7.0,0.0,2.0,1.0,5.0,1.0,3.0,2.0
895,2.0,2.0,0.0,0.0,1.0,2.0,0.0,0.0,7.0,0.0,5.0,3.0,1.0,7.0,7.0,0.0,2.0,1.0,5.0,1.0,3.0,0.0
896,0.0,2.0,9.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,7.0,7.0,0.0,2.0,1.0,5.0,0.0,2.0,0.0
897,2.0,3.0,8.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,7.0,7.0,0.0,2.0,1.0,5.0,0.0,2.0,2.0
898,2.0,2.0,8.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,7.0,7.0,0.0,2.0,1.0,5.0,0.0,3.0,2.0
899,2.0,3.0,9.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,1.0,3.0,3.0,7.0,7.0,0.0,2.0,1.0,5.0,0.0,3.0,0.0
900,3.0,2.0,9.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,5.0,3.0,1.0,7.0,7.0,0.0,2.0,1.0,5.0,0.0,5.0,3.0
901,2.0,0.0,8.0,1.0,6.0,2.0,1.0,0.0,1.0,1.0,3.0,0.0,0.0,7.0,7.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0
902,2.0,3.0,0.0,1.0,6.0,2.0,1.0,0.0,7.0,1.0,3.0,0.0,0.0,7.0,7.0,0.0,2.0,1.0,1.0,0.0,3.0,0.0
903,2.0,3.0,8.0,1.0,6.0,2.0,1.0,0.0,3.0,1.0,3.0,0.0,3.0,7.0,7.0,0.0,2.0,1.0,1.0,1.0,3.0,0.0
904,2.0,3.0,9.0,0.0,1.0,2.0,0.0,0.0,10.0,0.0,1.0,3.0,3.0,7.0,7.0,0.0,2.0,1.0,5.0,1.0,2.0,2.0
905,3.0,0.0,8.0,1.0,6.0,2.0,1.0,0.0,7.0,1.0,3.0,0.0,3.0,7.0,7.0,0.0,2.0,1.0,1.0,0.0,3.0,0.0
906,3.0,3.0,0.0,0.0,7.0,2.0,0.0,1.0,1.0,0.0,3.0,3.0,3.0,7.0,7.0,0.0,2.0,1.0,5.0,0.0,3.0,0.0
907,2.0,0.0,3.0,1.0,6.0,2.0,1.0,0.0,7.0,1.0,3.0,0.0,0.0,7.0,7.0,0.0,2.0,1.0,1.0,1.0,3.0,0.0
908,3.0,2.0,0.0,0.0,7.0,2.0,0.0,1.0,7.0,0.0,3.0,3.0,3.0,7.0,7.0,0.0,2.0,1.0,5.0,1.0,4.0,4.0
909,2.0,3.0,0.0,0.0,7.0,2.0,0.0,1.0,10.0,0.0,3.0,3.0,3.0,7.0,7.0,0.0,2.0,1.0,5.0,1.0,4.0,0.0
910,0.0,3.0,8.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,7.0,7.0,0.0,2.0,1.0,5.0,0.0,2.0,0.0
911,2.0,0.0,3.0,1.0,6.0,2.0,1.0,0.0,7.0,1.0,3.0,0.0,0.0,7.0,7.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0
912,2.0,3.0,8.0,0.0,1.0,2.0,0.0,0.0,4.0,0.0,1.0,3.0,3.0,7.0,7.0,0.0,2.0,1.0,5.0,0.0,2.0,0.0
913,3.0,0.0,3.0,1.0,6.0,2.0,1.0,0.0,1.0,1.0,3.0,3.0,3.0,7.0,7.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0
914,2.0,3.0,3.0,1.0,6.0,2.0,1.0,0.0,0.0,1.0,3.0,3.0,3.0,7.0,7.0,0.0,2.0,1.0,1.0,0.0,3.0,0.0
915,2.0,3.0,8.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,7.0,7.0,0.0,2.0,1.0,5.0,1.0,2.0,0.0
916,2.0,3.0,8.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,1.0,3.0,3.0,7.0,7.0,0.0,2.0,1.0,5.0,1.0,3.0,2.0
917,2.0,2.0,3.0,0.0,6.0,2.0,0.0,0.0,1.0,1.0,0.0,3.0,3.0,3.0,7.0,0.0,2.0,1.0,5.0,1.0,5.0,6.0
918,3.0,0.0,0.0,1.0,6.0,2.0,1.0,0.0,0.0,1.0,3.0,0.0,0.0,7.0,7.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0
919,2.0,3.0,8.0,1.0,6.0,2.0,1.0,0.0,3.0,1.0,3.0,3.0,0.0,7.0,7.0,0.0,2.0,1.0,1.0,0.0,3.0,0.0
920,3.0,0.0,0.0,1.0,6.0,2.0,1.0,0.0,7.0,1.0,3.0,0.0,3.0,7.0,7.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0
921,2.0,3.0,0.0,1.0,6.0,2.0,1.0,0.0,7.0,1.0,3.0,0.0,0.0,7.0,7.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0
922,2.0,2.0,9.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,1.0,3.0,3.0,7.0,7.0,0.0,2.0,1.0,5.0,0.0,2.0,0.0
923,2.0,3.0,9.0,0.0,1.0,2.0,1.0,1.0,10.0,1.0,0.0,3.0,3.0,7.0,7.0,0.0,2.0,1.0,5.0,6.0,4.0,6.0
924,3.0,0.0,8.0,1.0,6.0,2.0,1.0,0.0,0.0,1.0,3.0,0.0,3.0,7.0,7.0,0.0,2.0,1.0,1.0,1.0,3.0,0.0
925,2.0,3.0,0.0,1.0,6.0,2.0,1.0,0.0,3.0,1.0,3.0,0.0,3.0,7.0,7.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0
926,2.0,3.0,3.0,1.0,6.0,2.0,1.0,0.0,0.0,1.0,3.0,0.0,3.0,7.0,7.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0
927,2.0,2.0,0.0,0.0,7.0,2.0,0.0,1.0,10.0,0.0,3.0,3.0,3.0,7.0,7.0,0.0,2.0,1.0,5.0,0.0,3.0,4.0
928,2.0,0.0,3.0,1.0,6.0,2.0,0.0,1.0,0.0,0.0,3.0,3.0,3.0,7.0,7.0,0.0,2.0,1.0,5.0,1.0,5.0,4.0
929,0.0,3.0,8.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,3.0,3.0,7.0,7.0,0.0,2.0,1.0,5.0,1.0,2.0,2.0
930,2.0,3.0,3.0,1.0,6.0,2.0,1.0,0.0,3.0,1.0,3.0,3.0,3.0,7.0,7.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0
931,3.0,0.0,3.0,1.0,6.0,2.0,1.0,0.0,1.0,1.0,3.0,3.0,0.0,7.0,7.0,0.0,2.0,1.0,1.0,1.0,3.0,0.0
932,3.0,3.0,0.0,0.0,7.0,2.0,0.0,1.0,1.0,0.0,3.0,3.0,3.0,7.0,7.0,0.0,2.0,1.0,5.0,1.0,4.0,0.0
933,2.0,3.0,9.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,7.0,7.0,0.0,2.0,1.0,5.0,1.0,3.0,0.0
934,2.0,0.0,0.0,1.0,6.0,2.0,0.0,1.0,1.0,0.0,3.0,3.0,3.0,7.0,7.0,0.0,2.0,1.0,5.0,0.0,5.0,4.0
935,3.0,3.0,8.0,1.0,6.0,2.0,1.0,0.0,7.0,1.0,3.0,3.0,0.0,7.0,7.0,0.0,2.0,1.0,1.0,0.0,3.0,0.0
936,2.0,2.0,9.0,0.0,0.0,2.0,0.0,0.0,10.0,0.0,1.0,3.0,3.0,7.0,7.0,0.0,2.0,1.0,5.0,0.0,2.0,2.0
937,2.0,0.0,0.0,1.0,6.0,2.0,1.0,0.0,7.0,1.0,3.0,3.0,3.0,7.0,7.0,0.0,2.0,1.0,1.0,0.0,3.0,0.0
938,3.0,3.0,3.0,1.0,6.0,2.0,1.0,0.0,1.0,1.0,3.0,0.0,3.0,7.0,7.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0
939,2.0,2.0,7.0,0.0,6.0,2.0,0.0,0.0,8.0,1.0,0.0,3.0,3.0,3.0,5.0,0.0,2.0,1.0,5.0,1.0,5.0,6.0
940,0.0,2.0,9.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,3.0,3.0,7.0,7.0,0.0,2.0,1.0,5.0,1.0,2.0,0.0
941,2.0,0.0,8.0,1.0,6.0,2.0,1.0,0.0,1.0,1.0,3.0,0.0,0.0,7.0,7.0,0.0,2.0,1.0,1.0,0.0,3.0,0.0
